invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I124672,C232498,Female,47,Cosmetics,5,203.3,Credit Card,18-01-2023,Metrocity
I124675,C303281,Female,34,Cosmetics,1,40.66,Cash,25-10-2022,Metropol AVM
I124679,C154077,Female,20,Books,4,60.6,Debit Card,19-03-2021,Cevahir AVM
I124685,C320950,Female,38,Technology,5,5250,Debit Card,13-11-2021,Cevahir AVM
I124689,C173677,Male,46,Books,4,60.6,Debit Card,08-04-2022,Cevahir AVM
I124690,C262306,Female,26,Shoes,5,3000.85,Cash,04-03-2023,Emaar Square Mall
I124691,C170850,Female,58,Clothing,3,900.24,Cash,15-06-2021,Mall of Istanbul
I124694,C136890,Female,25,Toys,1,35.84,Cash,17-03-2021,Kanyon
I124695,C263938,Female,36,Clothing,1,300.08,Cash,19-02-2021,Istinye Park
I124699,C305589,Male,31,Clothing,5,1500.4,Credit Card,30-05-2022,Kanyon
I124703,C277133,Male,37,Clothing,3,900.24,Cash,19-09-2021,Metropol AVM
I124705,C113992,Female,54,Shoes,3,1800.51,Cash,25-09-2022,Metropol AVM
I124712,C128531,Female,68,Shoes,4,2400.68,Credit Card,24-02-2022,Metrocity
I124713,C222479,Male,56,Books,5,75.75,Credit Card,02-08-2022,Kanyon
I124714,C227485,Male,67,Shoes,2,1200.34,Debit Card,13-01-2021,Forum Istanbul
I124715,C206125,Female,45,Technology,2,2100,Credit Card,11-01-2022,Metrocity
I124728,C136587,Male,42,Clothing,5,1500.4,Cash,19-11-2021,Zorlu Center
I124729,C675137,Male,44,Clothing,5,1500.4,Credit Card,30-12-2022,Zorlu Center
I124730,C199403,Male,61,Souvenir,2,23.46,Credit Card,07-04-2022,Kanyon
I124735,C200402,Male,29,Clothing,2,600.16,Debit Card,04-01-2023,Istinye Park
I124741,C199601,Female,19,Toys,2,71.68,Cash,03-11-2021,Zorlu Center
I124742,C259781,Female,43,Toys,1,35.84,Cash,11-02-2021,Kanyon
I124743,C235025,Female,29,Clothing,4,1200.32,Credit Card,31-10-2022,Metropol AVM
I124745,C281776,Female,49,Clothing,2,600.16,Credit Card,29-05-2022,Metropol AVM
I124747,C800920,Male,59,Food & Beverage,5,26.15,Debit Card,06-11-2022,Metropol AVM
I124751,C266107,Male,34,Clothing,2,600.16,Debit Card,02-07-2022,Forum Istanbul
I124755,C208706,Male,53,Clothing,1,300.08,Debit Card,05-12-2022,Istinye Park
I124759,C330453,Male,33,Cosmetics,4,162.64,Credit Card,14-06-2022,Forum Istanbul
I124763,C273462,Male,27,Cosmetics,4,162.64,Cash,05-07-2021,Zorlu Center
I124764,C136162,Male,42,Food & Beverage,1,5.23,Cash,22-08-2022,Metropol AVM
I124774,C314410,Female,22,Technology,1,1050,Debit Card,16-05-2022,Emaar Square Mall
I124777,C765514,Female,67,Clothing,2,600.16,Debit Card,04-10-2022,Kanyon
I124780,C932889,Female,52,Cosmetics,1,40.66,Cash,01-01-2023,Viaport Outlet
I124782,C178663,Female,22,Souvenir,5,58.65,Credit Card,27-09-2021,Kanyon
I124783,C726780,Female,39,Clothing,4,1200.32,Credit Card,10-05-2022,Kanyon
I124784,C354145,Female,23,Clothing,4,1200.32,Credit Card,19-10-2022,Mall of Istanbul
I124794,C792803,Female,59,Clothing,3,900.24,Credit Card,19-11-2021,Mall of Istanbul
I124796,C261987,Male,34,Toys,1,35.84,Cash,23-01-2023,Istinye Park
I124799,C168469,Female,22,Food & Beverage,3,15.69,Debit Card,28-04-2021,Kanyon
I124800,C176944,Male,61,Clothing,5,1500.4,Cash,18-03-2021,Forum Istanbul
I124802,C297452,Male,24,Technology,5,5250,Debit Card,25-07-2021,Kanyon
I124806,C299702,Female,63,Shoes,4,2400.68,Cash,31-05-2021,Mall of Istanbul
I124808,C136759,Male,63,Clothing,5,1500.4,Cash,23-09-2021,Metrocity
I124811,C752079,Female,69,Clothing,3,900.24,Credit Card,28-09-2022,Kanyon
I124814,C227912,Male,61,Clothing,4,1200.32,Debit Card,06-11-2021,Istinye Park
I124819,C300871,Female,36,Food & Beverage,2,10.46,Cash,02-11-2022,Metropol AVM
I124823,C715864,Female,42,Books,1,15.15,Cash,20-01-2023,Mall of Istanbul
I124825,C246525,Female,50,Clothing,4,1200.32,Cash,05-02-2021,Kanyon
I124832,C116508,Female,54,Food & Beverage,3,15.69,Credit Card,20-01-2023,Kanyon
I124836,C265661,Female,46,Shoes,3,1800.51,Credit Card,08-03-2023,Metrocity
I124837,C314656,Female,24,Books,3,45.45,Cash,13-08-2022,Metrocity
I124838,C572488,Female,20,Clothing,5,1500.4,Credit Card,15-09-2021,Metrocity
I124842,C632441,Female,68,Toys,4,143.36,Cash,10-09-2022,Viaport Outlet
I124845,C195205,Male,25,Souvenir,2,23.46,Cash,20-02-2022,Mall of Istanbul
I124848,C137822,Female,67,Clothing,1,300.08,Cash,25-02-2022,Kanyon
I124849,C216470,Female,63,Clothing,5,1500.4,Debit Card,30-04-2021,Cevahir AVM
I124855,C141006,Male,61,Clothing,1,300.08,Credit Card,14-05-2021,Mall of Istanbul
I124857,C280251,Female,19,Cosmetics,2,81.32,Cash,06-10-2022,Zorlu Center
I124860,C305727,Female,53,Food & Beverage,1,5.23,Cash,18-05-2022,Forum Istanbul
I124867,C148860,Female,31,Toys,2,71.68,Cash,27-09-2021,Mall of Istanbul
I124869,C158960,Male,44,Clothing,3,900.24,Debit Card,21-07-2021,Emaar Square Mall
I124870,C201922,Female,54,Food & Beverage,5,26.15,Credit Card,16-09-2021,Metropol AVM
I124871,C330434,Male,39,Clothing,3,900.24,Credit Card,12-08-2022,Zorlu Center
I124873,C755530,Female,25,Shoes,5,3000.85,Credit Card,11-10-2022,Istinye Park
I124877,C495664,Female,40,Shoes,4,2400.68,Cash,17-10-2022,Kanyon
I124879,C289866,Female,64,Cosmetics,4,162.64,Credit Card,31-01-2023,Metrocity
I124882,C155660,Female,45,Toys,5,179.2,Credit Card,04-01-2022,Kanyon
I124884,C300846,Female,68,Cosmetics,5,203.3,Debit Card,20-08-2021,Istinye Park
I124889,C300013,Female,41,Clothing,4,1200.32,Debit Card,17-02-2021,Mall of Istanbul
I124891,C265111,Female,51,Toys,3,107.52,Credit Card,29-01-2023,Metrocity
I124899,C142533,Male,49,Toys,2,71.68,Cash,22-04-2021,Metropol AVM
I124900,C510168,Female,37,Clothing,2,600.16,Debit Card,02-02-2022,Istinye Park
I124903,C251936,Female,55,Cosmetics,2,81.32,Cash,01-09-2022,Kanyon
I124908,C899636,Female,46,Clothing,4,1200.32,Cash,11-05-2021,Zorlu Center
I124913,C204511,Male,39,Clothing,4,1200.32,Cash,08-05-2022,Mall of Istanbul
I124914,C283209,Female,58,Clothing,4,1200.32,Cash,04-03-2021,Metrocity
I124917,C327312,Female,36,Clothing,1,300.08,Cash,30-08-2022,Mall of Istanbul
I124920,C191865,Female,60,Clothing,1,300.08,Cash,16-10-2021,Kanyon
I124922,C331328,Male,32,Clothing,5,1500.4,Cash,25-02-2022,Forum Istanbul
I124924,C908102,Male,19,Clothing,1,300.08,Cash,14-05-2022,Kanyon
I124927,C110485,Male,37,Clothing,3,900.24,Credit Card,18-09-2022,Istinye Park
I124928,C213693,Male,39,Technology,4,4200,Debit Card,13-05-2022,Metropol AVM
I124929,C150001,Female,62,Clothing,5,1500.4,Cash,07-01-2022,Mall of Istanbul
I124930,C227173,Male,32,Books,3,45.45,Debit Card,07-10-2021,Metropol AVM
I124932,C155045,Female,69,Cosmetics,3,121.98,Cash,30-04-2022,Kanyon
I124940,C568810,Female,33,Cosmetics,3,121.98,Credit Card,01-08-2022,Kanyon
I124941,C121634,Female,28,Clothing,2,600.16,Credit Card,03-04-2021,Kanyon
I124943,C120052,Female,68,Cosmetics,5,203.3,Debit Card,22-02-2021,Mall of Istanbul
I124947,C281533,Female,30,Technology,4,4200,Debit Card,24-07-2022,Metrocity
I124955,C219265,Male,35,Clothing,4,1200.32,Cash,12-10-2022,Mall of Istanbul
I124959,C272616,Female,46,Food & Beverage,1,5.23,Credit Card,21-02-2021,Mall of Istanbul
I124961,C329498,Male,18,Cosmetics,4,162.64,Credit Card,25-11-2022,Istinye Park
I124962,C125476,Male,67,Cosmetics,3,121.98,Credit Card,30-08-2021,Istinye Park
I124967,C378968,Male,63,Souvenir,3,35.19,Debit Card,01-10-2022,Emaar Square Mall
I124970,C795774,Male,18,Clothing,1,300.08,Credit Card,03-12-2022,Zorlu Center
I124971,C184856,Female,43,Shoes,5,3000.85,Credit Card,04-06-2022,Metrocity
I124973,C619390,Female,46,Books,2,30.3,Debit Card,04-03-2022,Mall of Istanbul
I124976,C172725,Male,61,Clothing,4,1200.32,Credit Card,12-02-2023,Emaar Square Mall
I124979,C431293,Female,42,Food & Beverage,2,10.46,Cash,09-08-2021,Cevahir AVM
I124980,C108451,Female,28,Clothing,5,1500.4,Credit Card,15-05-2022,Mall of Istanbul
I124981,C244115,Female,45,Clothing,3,900.24,Cash,14-07-2022,Mall of Istanbul
I124986,C885298,Female,55,Food & Beverage,4,20.92,Cash,08-04-2022,Zorlu Center
I124990,C860263,Male,51,Clothing,2,600.16,Debit Card,14-03-2021,Viaport Outlet
I124993,C314389,Female,32,Cosmetics,4,162.64,Credit Card,31-10-2022,Zorlu Center
I124996,C317531,Female,51,Cosmetics,1,40.66,Cash,05-01-2023,Metrocity
I124998,C139834,Male,24,Toys,1,35.84,Credit Card,01-02-2023,Mall of Istanbul
I124999,C114203,Female,42,Food & Beverage,5,26.15,Debit Card,27-09-2022,Zorlu Center
I125000,C189863,Male,43,Shoes,4,2400.68,Cash,27-10-2022,Kanyon
I125004,C729772,Female,34,Clothing,4,1200.32,Cash,31-05-2021,Kanyon
I125005,C268645,Male,66,Toys,3,107.52,Cash,20-05-2021,Kanyon
I125011,C869171,Male,26,Food & Beverage,2,10.46,Credit Card,26-04-2021,Metrocity
I125013,C249404,Female,55,Food & Beverage,2,10.46,Credit Card,04-10-2021,Mall of Istanbul
I125014,C207127,Male,20,Toys,1,35.84,Cash,17-02-2022,Mall of Istanbul
I125015,C160295,Male,22,Toys,3,107.52,Cash,30-04-2021,Kanyon
I125016,C201325,Female,35,Books,3,45.45,Cash,21-04-2022,Istinye Park
I125020,C340262,Female,43,Shoes,1,600.17,Credit Card,27-02-2021,Metropol AVM
I125021,C757592,Female,48,Clothing,5,1500.4,Cash,16-11-2022,Zorlu Center
I125025,C282994,Female,42,Technology,5,5250,Credit Card,09-06-2021,Istinye Park
I125029,C131131,Male,45,Cosmetics,5,203.3,Credit Card,19-10-2021,Viaport Outlet
I125033,C297318,Male,25,Toys,2,71.68,Credit Card,04-12-2021,Forum Istanbul
I125035,C275213,Male,64,Cosmetics,1,40.66,Cash,27-03-2021,Kanyon
I125038,C229773,Female,51,Clothing,4,1200.32,Debit Card,07-01-2023,Istinye Park
I125039,C232267,Female,24,Clothing,3,900.24,Credit Card,05-12-2022,Cevahir AVM
I125046,C664619,Female,44,Cosmetics,1,40.66,Credit Card,06-01-2023,Mall of Istanbul
I125047,C982635,Female,46,Toys,4,143.36,Credit Card,08-05-2021,Kanyon
I125049,C331457,Female,22,Food & Beverage,1,5.23,Debit Card,23-05-2021,Metrocity
I125052,C962102,Female,63,Clothing,3,900.24,Credit Card,30-11-2022,Mall of Istanbul
I125056,C366619,Female,64,Clothing,3,900.24,Cash,22-08-2021,Zorlu Center
I125057,C277873,Female,64,Cosmetics,2,81.32,Debit Card,19-04-2022,Mall of Istanbul
I125059,C283840,Female,44,Books,5,75.75,Cash,27-12-2021,Metrocity
I125068,C208567,Female,33,Clothing,5,1500.4,Debit Card,18-01-2022,Metrocity
I125069,C303414,Male,65,Toys,4,143.36,Cash,21-11-2022,Istinye Park
I125072,C891364,Female,49,Toys,1,35.84,Credit Card,14-09-2022,Metropol AVM
I125074,C197213,Male,18,Books,3,45.45,Cash,19-11-2021,Metrocity
I125078,C901417,Female,22,Toys,3,107.52,Credit Card,18-03-2022,Metropol AVM
I125082,C330014,Female,20,Food & Beverage,1,5.23,Credit Card,11-11-2022,Cevahir AVM
I125085,C104658,Female,59,Clothing,2,600.16,Cash,30-08-2022,Zorlu Center
I125089,C260846,Female,59,Food & Beverage,2,10.46,Debit Card,31-10-2022,Mall of Istanbul
I125092,C279243,Female,55,Books,4,60.6,Cash,29-05-2022,Kanyon
I125093,C273108,Male,22,Clothing,1,300.08,Cash,20-10-2021,Metrocity
I125095,C237606,Female,27,Clothing,2,600.16,Cash,01-01-2023,Istinye Park
I125097,C305296,Male,43,Clothing,4,1200.32,Credit Card,04-11-2022,Mall of Istanbul
I125101,C156718,Female,51,Clothing,1,300.08,Debit Card,10-09-2022,Mall of Istanbul
I125103,C144688,Male,19,Cosmetics,1,40.66,Debit Card,01-06-2021,Mall of Istanbul
I125107,C365884,Female,50,Clothing,4,1200.32,Cash,14-10-2022,Istinye Park
I125108,C165182,Male,54,Food & Beverage,3,15.69,Cash,08-03-2022,Metropol AVM
I125109,C724103,Female,42,Clothing,3,900.24,Cash,05-12-2022,Istinye Park
I125110,C269641,Male,62,Food & Beverage,2,10.46,Credit Card,10-01-2022,Metropol AVM
I125112,C243450,Male,20,Cosmetics,3,121.98,Cash,02-02-2023,Istinye Park
I125117,C267965,Female,25,Shoes,2,1200.34,Debit Card,27-05-2021,Kanyon
I125119,C698916,Female,34,Cosmetics,2,81.32,Cash,22-03-2022,Kanyon
I125122,C118689,Male,51,Shoes,4,2400.68,Cash,19-07-2022,Cevahir AVM
I125123,C186429,Female,32,Cosmetics,2,81.32,Cash,14-07-2021,Mall of Istanbul
I125124,C266374,Female,38,Clothing,3,900.24,Debit Card,10-10-2021,Viaport Outlet
I125125,C146663,Female,30,Clothing,4,1200.32,Debit Card,10-05-2021,Cevahir AVM
I125131,C258672,Female,41,Clothing,1,300.08,Credit Card,28-08-2022,Mall of Istanbul
I125133,C312259,Female,68,Clothing,2,600.16,Cash,04-03-2023,Kanyon
I125140,C394991,Female,56,Clothing,2,600.16,Debit Card,24-05-2022,Kanyon
I125141,C238023,Male,59,Souvenir,5,58.65,Credit Card,28-05-2021,Kanyon
I125145,C289857,Male,29,Clothing,3,900.24,Debit Card,30-05-2021,Mall of Istanbul
I125146,C185917,Female,42,Clothing,2,600.16,Cash,04-08-2021,Kanyon
I125147,C295069,Male,68,Cosmetics,4,162.64,Cash,30-01-2022,Kanyon
I125152,C548265,Male,57,Clothing,4,1200.32,Cash,14-04-2021,Cevahir AVM
I125154,C141603,Female,47,Food & Beverage,2,10.46,Credit Card,18-07-2022,Mall of Istanbul
I125160,C172378,Male,40,Clothing,1,300.08,Cash,23-11-2022,Emaar Square Mall
I125167,C103763,Female,48,Clothing,5,1500.4,Credit Card,04-05-2022,Istinye Park
I125171,C156328,Male,38,Shoes,1,600.17,Debit Card,12-12-2021,Kanyon
I125172,C279874,Female,63,Books,3,45.45,Cash,12-10-2022,Viaport Outlet
I125178,C893877,Female,69,Souvenir,3,35.19,Debit Card,17-01-2022,Viaport Outlet
I125186,C283992,Female,64,Cosmetics,5,203.3,Cash,06-03-2023,Kanyon
I125187,C339331,Male,37,Clothing,5,1500.4,Credit Card,01-04-2022,Kanyon
I125188,C292598,Male,69,Toys,2,71.68,Cash,29-07-2021,Mall of Istanbul
I125189,C880386,Female,40,Clothing,5,1500.4,Debit Card,05-06-2022,Metrocity
I125191,C315582,Male,61,Cosmetics,3,121.98,Cash,19-12-2021,Mall of Istanbul
I125193,C757129,Female,19,Technology,3,3150,Credit Card,23-07-2022,Mall of Istanbul
I125194,C172064,Female,59,Books,4,60.6,Cash,20-08-2022,Metrocity
I125205,C274209,Male,21,Books,2,30.3,Cash,27-01-2021,Metropol AVM
I125206,C134044,Female,18,Clothing,4,1200.32,Credit Card,12-01-2021,Istinye Park
I125207,C170459,Male,60,Souvenir,5,58.65,Cash,02-08-2021,Metropol AVM
I125209,C193849,Male,25,Shoes,5,3000.85,Cash,09-05-2022,Istinye Park
I125211,C329525,Female,30,Clothing,4,1200.32,Cash,06-10-2022,Metrocity
I125213,C238182,Female,27,Shoes,3,1800.51,Credit Card,08-09-2021,Metropol AVM
I125217,C897343,Male,51,Toys,1,35.84,Credit Card,09-09-2022,Emaar Square Mall
I125218,C306542,Female,53,Clothing,1,300.08,Credit Card,31-03-2022,Metrocity
I125220,C314821,Female,57,Food & Beverage,4,20.92,Debit Card,25-04-2021,Kanyon
I125221,C287182,Female,69,Clothing,4,1200.32,Debit Card,27-12-2022,Metrocity
I125225,C245989,Male,30,Shoes,5,3000.85,Cash,06-12-2022,Mall of Istanbul
I125236,C742295,Male,31,Shoes,1,600.17,Cash,22-06-2021,Zorlu Center
I125238,C127721,Female,36,Clothing,4,1200.32,Credit Card,18-06-2022,Mall of Istanbul
I125241,C571937,Female,58,Technology,5,5250,Cash,11-01-2023,Istinye Park
I125242,C227167,Male,23,Food & Beverage,1,5.23,Credit Card,20-01-2022,Metrocity
I125243,C188765,Female,50,Books,3,45.45,Cash,06-12-2021,Zorlu Center
I125247,C781218,Male,43,Clothing,1,300.08,Cash,24-09-2022,Metrocity
I125250,C292479,Female,54,Clothing,5,1500.4,Cash,03-07-2022,Kanyon
I125254,C199633,Male,32,Toys,1,35.84,Cash,09-12-2021,Mall of Istanbul
I125255,C144218,Female,40,Food & Beverage,5,26.15,Cash,12-05-2021,Viaport Outlet
I125256,C376347,Male,68,Clothing,2,600.16,Cash,16-01-2023,Zorlu Center
I125263,C164880,Female,56,Food & Beverage,2,10.46,Debit Card,15-04-2021,Mall of Istanbul
I125265,C296701,Female,38,Clothing,2,600.16,Debit Card,01-06-2021,Metrocity
I125272,C530912,Female,68,Clothing,5,1500.4,Cash,16-12-2021,Metropol AVM
I125275,C117825,Male,62,Technology,2,2100,Debit Card,12-02-2023,Mall of Istanbul
I125277,C222086,Female,66,Clothing,2,600.16,Cash,30-03-2022,Kanyon
I125282,C115707,Male,57,Cosmetics,1,40.66,Cash,20-04-2021,Mall of Istanbul
I125285,C636226,Male,32,Toys,5,179.2,Credit Card,18-01-2021,Cevahir AVM
I125286,C881673,Female,22,Clothing,5,1500.4,Credit Card,08-09-2021,Kanyon
I125287,C132692,Male,37,Clothing,5,1500.4,Credit Card,29-12-2021,Metropol AVM
I125292,C177901,Male,63,Clothing,3,900.24,Cash,07-12-2021,Zorlu Center
I125294,C192539,Female,68,Clothing,1,300.08,Credit Card,06-01-2021,Kanyon
I125295,C200054,Male,33,Clothing,4,1200.32,Credit Card,21-06-2022,Kanyon
I125299,C239756,Female,26,Toys,4,143.36,Debit Card,25-02-2023,Zorlu Center
I125301,C319356,Male,27,Clothing,5,1500.4,Debit Card,10-11-2022,Mall of Istanbul
I125306,C129928,Female,44,Souvenir,5,58.65,Cash,14-10-2022,Viaport Outlet
I125307,C261462,Male,22,Clothing,1,300.08,Cash,22-02-2021,Kanyon
I125308,C242825,Male,68,Cosmetics,1,40.66,Credit Card,08-04-2022,Kanyon
I125313,C137141,Female,44,Souvenir,4,46.92,Cash,19-06-2021,Zorlu Center
I125320,C223584,Male,24,Technology,3,3150,Cash,17-03-2021,Cevahir AVM
I125321,C171743,Female,64,Clothing,2,600.16,Debit Card,21-10-2021,Zorlu Center
I125324,C110901,Female,31,Clothing,3,900.24,Cash,10-08-2021,Viaport Outlet
I125329,C223939,Male,18,Souvenir,4,46.92,Cash,05-08-2021,Zorlu Center
I125330,C923973,Male,60,Clothing,4,1200.32,Cash,15-10-2021,Cevahir AVM
I125331,C938435,Female,51,Books,5,75.75,Credit Card,17-12-2022,Kanyon
I125336,C133779,Female,37,Technology,5,5250,Cash,14-03-2022,Metropol AVM
I125339,C180499,Male,35,Toys,5,179.2,Cash,19-04-2022,Metropol AVM
I125341,C681118,Male,19,Food & Beverage,3,15.69,Cash,29-06-2022,Kanyon
I125344,C346901,Male,58,Food & Beverage,5,26.15,Cash,21-10-2021,Mall of Istanbul
I125347,C277680,Female,23,Clothing,4,1200.32,Cash,30-09-2021,Mall of Istanbul
I125352,C207437,Female,51,Shoes,1,600.17,Debit Card,02-08-2022,Viaport Outlet
I125353,C298371,Female,29,Clothing,2,600.16,Cash,10-09-2021,Metropol AVM
I125356,C856074,Female,65,Cosmetics,5,203.3,Cash,14-09-2022,Mall of Istanbul
I125358,C261946,Male,20,Cosmetics,1,40.66,Credit Card,14-08-2022,Forum Istanbul
I125362,C162842,Male,62,Clothing,5,1500.4,Cash,26-10-2021,Metrocity
I125368,C630501,Female,26,Cosmetics,2,81.32,Debit Card,22-02-2023,Mall of Istanbul
I125370,C267486,Male,45,Cosmetics,1,40.66,Credit Card,13-07-2022,Metropol AVM
I125372,C214443,Male,48,Technology,3,3150,Credit Card,27-02-2021,Istinye Park
I125378,C687427,Female,49,Shoes,3,1800.51,Credit Card,30-10-2022,Kanyon
I125383,C112490,Female,62,Books,5,75.75,Cash,18-07-2021,Kanyon
I125391,C139399,Male,38,Shoes,4,2400.68,Cash,26-06-2022,Mall of Istanbul
I125397,C277704,Female,29,Clothing,2,600.16,Debit Card,14-02-2023,Metrocity
I125399,C261429,Male,36,Shoes,2,1200.34,Cash,28-08-2022,Metropol AVM
I125400,C989503,Male,59,Cosmetics,4,162.64,Cash,03-07-2022,Istinye Park
I125404,C100493,Female,53,Toys,2,71.68,Cash,27-05-2021,Istinye Park
I125410,C216549,Male,30,Souvenir,5,58.65,Credit Card,16-01-2022,Forum Istanbul
I125414,C314667,Male,56,Shoes,5,3000.85,Cash,10-12-2021,Metropol AVM
I125416,C229696,Female,47,Cosmetics,4,162.64,Credit Card,22-06-2022,Cevahir AVM
I125417,C225930,Female,22,Clothing,2,600.16,Cash,16-12-2021,Kanyon
I125418,C243715,Female,29,Souvenir,5,58.65,Debit Card,18-05-2021,Kanyon
I125423,C189986,Male,42,Technology,5,5250,Cash,27-09-2021,Emaar Square Mall
I125426,C246603,Male,18,Cosmetics,3,121.98,Debit Card,25-01-2021,Mall of Istanbul
I125431,C568469,Male,46,Clothing,4,1200.32,Cash,18-01-2023,Metrocity
I125432,C217322,Female,28,Toys,1,35.84,Cash,01-09-2021,Kanyon
I125438,C741341,Female,56,Clothing,4,1200.32,Credit Card,14-05-2022,Metrocity
I125440,C606243,Male,54,Clothing,3,900.24,Credit Card,24-08-2021,Mall of Istanbul
I125441,C638670,Female,45,Cosmetics,1,40.66,Credit Card,26-11-2021,Mall of Istanbul
I125442,C303429,Female,62,Books,4,60.6,Cash,11-08-2022,Mall of Istanbul
I125443,C147750,Male,29,Cosmetics,2,81.32,Credit Card,21-08-2022,Metrocity
I125445,C503412,Female,31,Shoes,1,600.17,Cash,27-01-2022,Kanyon
I125448,C176501,Female,63,Toys,1,35.84,Cash,12-02-2023,Metrocity
I125452,C176201,Female,28,Clothing,2,600.16,Cash,30-11-2021,Metrocity
I125464,C977657,Female,65,Shoes,5,3000.85,Credit Card,03-06-2021,Istinye Park
I125468,C215236,Male,28,Toys,3,107.52,Credit Card,18-03-2022,Kanyon
I125470,C199577,Male,63,Books,5,75.75,Cash,01-07-2021,Cevahir AVM
I125475,C278100,Female,47,Clothing,4,1200.32,Cash,09-12-2021,Forum Istanbul
I125476,C162733,Female,66,Clothing,3,900.24,Credit Card,03-08-2021,Forum Istanbul
I125479,C636745,Female,58,Food & Beverage,4,20.92,Cash,09-04-2022,Forum Istanbul
I125487,C852908,Male,29,Shoes,3,1800.51,Credit Card,12-06-2021,Mall of Istanbul
I125489,C790634,Female,50,Clothing,4,1200.32,Debit Card,03-05-2022,Forum Istanbul
I125492,C263639,Female,52,Toys,1,35.84,Cash,13-03-2021,Istinye Park
I125494,C729852,Female,22,Toys,5,179.2,Debit Card,09-06-2022,Forum Istanbul
I125495,C734859,Female,39,Souvenir,5,58.65,Cash,07-07-2021,Mall of Istanbul
I125499,C164053,Male,19,Technology,1,1050,Credit Card,05-01-2022,Kanyon
I125503,C148475,Male,61,Clothing,3,900.24,Cash,25-09-2022,Istinye Park
I125504,C262387,Male,60,Clothing,3,900.24,Debit Card,11-11-2021,Zorlu Center
I125505,C254763,Female,57,Clothing,5,1500.4,Cash,31-07-2022,Mall of Istanbul
I125506,C263773,Female,52,Toys,2,71.68,Debit Card,16-05-2021,Istinye Park
I125507,C129098,Female,56,Toys,4,143.36,Credit Card,20-11-2022,Kanyon
I125510,C262160,Male,55,Clothing,2,600.16,Debit Card,30-04-2021,Mall of Istanbul
I125513,C655699,Female,24,Books,1,15.15,Credit Card,25-06-2021,Cevahir AVM
I125514,C560439,Male,36,Food & Beverage,1,5.23,Credit Card,11-02-2022,Kanyon
I125524,C184854,Female,19,Clothing,1,300.08,Credit Card,25-09-2022,Forum Istanbul
I125525,C189367,Male,47,Technology,2,2100,Cash,03-06-2022,Metrocity
I125533,C290935,Female,59,Clothing,3,900.24,Cash,03-04-2021,Mall of Istanbul
I125535,C291206,Female,63,Souvenir,5,58.65,Credit Card,22-03-2021,Mall of Istanbul
I125537,C109549,Female,57,Souvenir,2,23.46,Cash,12-02-2021,Mall of Istanbul
I125542,C261899,Male,46,Food & Beverage,1,5.23,Cash,02-01-2022,Istinye Park
I125547,C282829,Male,45,Clothing,5,1500.4,Cash,04-04-2021,Metropol AVM
I125552,C105838,Male,62,Food & Beverage,5,26.15,Credit Card,03-03-2023,Kanyon
I125553,C832472,Female,31,Books,5,75.75,Debit Card,17-04-2021,Metrocity
I125555,C244150,Female,40,Food & Beverage,4,20.92,Credit Card,20-12-2021,Cevahir AVM
I125557,C262475,Female,34,Clothing,1,300.08,Credit Card,10-08-2022,Emaar Square Mall
I125561,C196647,Male,64,Technology,1,1050,Debit Card,09-11-2022,Emaar Square Mall
I125562,C261046,Male,45,Toys,4,143.36,Cash,07-08-2022,Istinye Park
I125563,C844736,Female,34,Clothing,4,1200.32,Credit Card,30-05-2021,Mall of Istanbul
I125570,C152235,Female,27,Clothing,3,900.24,Credit Card,02-01-2023,Istinye Park
I125572,C334714,Male,18,Technology,1,1050,Cash,07-07-2021,Forum Istanbul
I125573,C311108,Male,52,Food & Beverage,3,15.69,Debit Card,10-03-2021,Mall of Istanbul
I125575,C862037,Female,33,Food & Beverage,2,10.46,Cash,16-11-2021,Metrocity
I125576,C842175,Female,41,Shoes,4,2400.68,Debit Card,22-01-2023,Istinye Park
I125584,C162315,Female,49,Food & Beverage,3,15.69,Credit Card,07-06-2021,Metropol AVM
I125589,C284449,Male,24,Food & Beverage,1,5.23,Cash,03-11-2022,Istinye Park
I125590,C100561,Male,66,Shoes,4,2400.68,Cash,23-01-2023,Metropol AVM
I125592,C259377,Female,30,Clothing,2,600.16,Debit Card,26-07-2022,Mall of Istanbul
I125602,C237482,Male,62,Technology,4,4200,Cash,22-01-2022,Kanyon
I125604,C118077,Male,32,Clothing,2,600.16,Credit Card,28-09-2022,Metropol AVM
I125605,C327559,Female,45,Clothing,5,1500.4,Debit Card,08-08-2021,Mall of Istanbul
I125611,C215631,Female,29,Food & Beverage,1,5.23,Credit Card,23-10-2022,Viaport Outlet
I125612,C826667,Male,29,Clothing,1,300.08,Credit Card,03-10-2022,Emaar Square Mall
I125623,C891320,Male,60,Shoes,2,1200.34,Credit Card,02-04-2022,Mall of Istanbul
I125627,C252886,Female,24,Shoes,3,1800.51,Cash,06-07-2022,Metropol AVM
I125631,C309364,Female,33,Toys,1,35.84,Credit Card,30-12-2022,Metrocity
I125634,C292628,Male,69,Shoes,5,3000.85,Credit Card,26-02-2021,Metrocity
I125636,C987230,Male,68,Books,1,15.15,Debit Card,16-05-2021,Kanyon
I125637,C157754,Male,18,Shoes,4,2400.68,Debit Card,17-01-2023,Metropol AVM
I125638,C277106,Female,68,Toys,3,107.52,Cash,08-02-2021,Istinye Park
I125639,C327595,Female,59,Books,3,45.45,Cash,24-02-2022,Zorlu Center
